brand,model,top_speed_kmh,battery_capacity_kWh,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,cells_missing_flag,footprint_m2,volume_m3,battery_per_seat,torque_per_100kwh,segment_group
Mini,Aceman SE,170,49.2,,330.0,129,290,7.1,75.0,750.0,300,5,FWD,JB - Compact,4079,1754,1514,SUV,1,7.154566,10.832012924,9.84,670.7317073170732,JB
Mini,Cooper E,160,36.6,,290.0,125,250,7.3,60.0,0.0,200,4,FWD,B - Compact,3858,1756,1460,Hatchback,1,6.774648,9.89098608,9.15,792.3497267759562,B
Mini,Cooper JCW,200,49.2,,350.0,135,290,5.9,75.0,0.0,200,4,FWD,B - Compact,3858,1756,1460,Hatchback,1,6.774648,9.89098608,12.3,711.3821138211382,B
Mini,Cooper SE,170,49.2,,330.0,127,330,6.7,75.0,0.0,200,4,FWD,B - Compact,3858,1756,1460,Hatchback,1,6.774648,9.89098608,12.3,670.7317073170732,B
Mini,Countryman E,170,64.6,,250.0,140,380,8.6,94.0,750.0,460,5,FWD,JC - Medium,4433,1843,1656,SUV,1,8.170019,13.529551463999999,12.919999999999998,386.99690402476784,JC
Mini,Countryman SE ALL4,180,64.6,,494.0,149,365,5.6,94.0,1200.0,460,5,AWD,JC - Medium,4433,1843,1656,SUV,1,8.170019,13.529551463999999,12.919999999999998,764.7058823529412,JC
NIO,EL6 Long Range,200,90.0,96.0,700.0,170,435,4.5,135.0,1200.0,579,5,AWD,JE - Executive,4854,1995,1703,SUV,0,9.68373,16.491392190000003,18.0,777.7777777777777,JE
NIO,EL6 Standard Range,200,73.5,118.0,700.0,181,365,4.5,110.0,1200.0,579,5,AWD,JE - Executive,4854,1995,1703,SUV,0,9.68373,16.491392190000003,14.7,952.3809523809524,JE
NIO,EL7 Long Range,200,90.0,96.0,850.0,185,430,3.9,100.0,2000.0,570,5,AWD,JF - Luxury,4912,1987,1720,SUV,0,9.760144,16.78744768,18.0,944.4444444444445,JF
NIO,EL7 Standard Range,200,73.5,118.0,850.0,198,355,3.9,110.0,2000.0,570,5,AWD,JF - Luxury,4912,1987,1720,SUV,0,9.760144,16.78744768,14.7,1156.4625850340135,JF
NIO,EL8 Long Range,200,90.0,96.0,850.0,185,440,4.1,190.0,2000.0,265,6,AWD,JF - Luxury,5099,1989,1750,SUV,0,10.141911,17.748344250000002,15.0,944.4444444444445,JF
NIO,EL8 Standard Range,200,73.5,118.0,850.0,196,360,4.1,110.0,2000.0,265,6,AWD,JF - Luxury,5099,1989,1750,SUV,0,10.141911,17.748344250000002,12.25,1156.4625850340135,JF
NIO,ET5 Long Range,200,90.0,96.0,700.0,167,500,4.0,100.0,1400.0,386,5,AWD,E - Executive,4790,1960,1499,Sedan,0,9.3884,14.073211600000002,18.0,777.7777777777777,E
NIO,ET5 Standard Range,200,73.5,118.0,700.0,175,410,4.0,110.0,1400.0,386,5,AWD,E - Executive,4790,1960,1499,Sedan,0,9.3884,14.073211600000002,14.7,952.3809523809524,E
NIO,ET5 Touring Long Range,200,90.0,96.0,700.0,178,485,4.0,135.0,1400.0,450,5,AWD,E - Executive,4790,1960,1499,Station/Estate,0,9.3884,14.073211600000002,18.0,777.7777777777777,E
NIO,ET5 Touring Standard Range,200,73.5,118.0,700.0,169,400,4.0,110.0,1400.0,450,5,AWD,E - Executive,4790,1960,1499,Station/Estate,0,9.3884,14.073211600000002,14.7,952.3809523809524,E
NIO,ET7 Long Range,200,90.0,96.0,850.0,178,505,3.8,100.0,2000.0,363,5,AWD,F - Luxury,5101,1987,1509,Sedan,0,10.135687,15.294751683,18.0,944.4444444444445,F
NIO,ET7 Standard Range,200,73.5,118.0,850.0,191,415,3.8,110.0,2000.0,363,5,AWD,F - Luxury,5101,1987,1509,Sedan,0,10.135687,15.294751683,14.7,1156.4625850340135,F
Nissan,Ariya 63kWh,160,63.0,,300.0,175,335,7.5,90.0,750.0,468,5,FWD,JC - Medium,4595,1850,1660,SUV,1,8.50075,14.111244999999998,12.6,476.1904761904762,JC
Nissan,Ariya 87kWh,160,87.0,,300.0,169,450,7.6,110.0,750.0,468,5,FWD,JC - Medium,4595,1850,1660,SUV,1,8.50075,14.111244999999998,17.4,344.8275862068965,JC
Nissan,Ariya e-4ORCE 87kWh - 225 kW,200,87.0,,600.0,190,405,5.7,110.0,1500.0,415,5,AWD,JC - Medium,4595,1850,1660,SUV,1,8.50075,14.111244999999998,17.4,689.655172413793,JC
Nissan,Ariya e-4ORCE 87kWh - 320 kW Nismo,200,87.0,,600.0,209,385,5.0,110.0,,415,5,AWD,JC - Medium,4655,1850,1660,SUV,1,8.61175,14.295505,17.4,689.655172413793,JC
Nissan,Townstar EV Passenger,132,45.0,,245.0,158,225,12.6,50.0,1500.0,819,5,FWD,N - Passenger Van,4488,1860,1838,Small Passenger Van,1,8.34768,15.34303584,9.0,544.4444444444445,N
Nissan,Townstar EV Passenger L2,130,45.0,,245.0,173,220,13.3,50.0,1500.0,819,7,FWD,N - Passenger Van,4911,1860,1815,Small Passenger Van,1,9.134459999999999,16.579044899999996,6.428571428571429,544.4444444444445,N
Omoda,E5,172,61.0,,340.0,152,345,7.6,60.0,,380,5,FWD,JC - Medium,4424,1830,1588,SUV,1,8.095920000000001,12.856320960000003,12.2,557.3770491803278,JC
Opel,Astra Electric,170,50.8,102.0,270.0,128,320,9.2,85.0,0.0,352,5,FWD,C - Medium,4374,1860,1470,Hatchback,0,8.13564,11.9593908,10.16,531.496062992126,C
Opel,Astra Sports Tourer Electric,170,50.8,102.0,270.0,123,310,9.3,85.0,0.0,516,5,FWD,C - Medium,4642,1860,1480,Station/Estate,0,8.634120000000001,12.778497600000001,10.16,531.496062992126,C
Opel,Combo-e Life 50 kWh,135,50.0,,260.0,149,235,11.3,80.0,750.0,775,5,FWD,N - Passenger Van,4410,1921,1812,Small Passenger Van,1,8.47161,15.35055732,10.0,520.0,N
Opel,Combo-e Life XL 50 kWh,135,50.0,,260.0,149,230,11.3,80.0,750.0,1050,7,FWD,N - Passenger Van,4760,1921,1818,Small Passenger Van,1,9.14396,16.62371928,7.142857142857143,520.0,N
Opel,Corsa Electric 50 kWh,150,46.3,216.0,260.0,131,290,8.7,78.0,0.0,267,5,FWD,B - Compact,4061,1765,1435,Hatchback,0,7.1676649999999995,10.285599275,9.26,561.5550755939526,B
Opel,Corsa Electric 51 kWh,150,48.1,96.0,260.0,120,315,8.1,80.0,0.0,267,5,FWD,B - Compact,4061,1765,1435,Hatchback,0,7.1676649999999995,10.285599275,9.620000000000001,540.5405405405405,B
Opel,Frontera 44 kWh,140,44.0,,120.0,144,245,12.1,60.0,350.0,460,5,FWD,JB - Compact,4385,1795,1635,SUV,1,7.871074999999999,12.869207625,8.8,272.7272727272727,JB
Opel,Grandland 73 kWh,170,73.0,96.0,260.0,145,365,9.0,90.0,1200.0,550,5,FWD,JC - Medium,4650,1934,1665,SUV,0,8.9931,14.9735115,14.6,356.16438356164383,JC
Opel,Grandland 82 kWh,170,82.2,,260.0,146,410,9.0,100.0,1200.0,550,5,FWD,JC - Medium,4650,1934,1665,SUV,1,8.9931,14.9735115,16.44,316.301703163017,JC
Opel,Mokka Electric,150,50.8,102.0,260.0,126,285,9.0,85.0,0.0,310,5,FWD,JB - Compact,4151,1790,1534,SUV,0,7.430289999999999,11.39806486,10.16,511.8110236220473,JB
Opel,Zafira-e Life L2 50 kWh,130,46.3,216.0,270.0,217,180,13.3,78.0,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,0,9.567359999999999,18.082310399999997,5.144444444444444,583.1533477321815,N
Opel,Zafira-e Life L2 75 kWh,130,68.0,324.0,270.0,202,260,14.2,79.0,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,0,9.567359999999999,18.082310399999997,7.555555555555555,397.05882352941177,N
Opel,Zafira-e Life L3 50 kWh,130,46.3,216.0,270.0,219,180,13.3,78.0,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,0,10.23936,19.352390399999997,5.144444444444444,583.1533477321815,N
Opel,Zafira-e Life L3 75 kWh,130,68.0,324.0,260.0,204,260,14.2,79.0,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,0,10.23936,19.352390399999997,7.555555555555555,382.3529411764706,N
Peugeot,e-2008 50 kWh,150,46.3,216.0,260.0,136,270,9.9,78.0,0.0,434,5,FWD,JB - Compact,4304,1775,1523,SUV,0,7.6396,11.6351108,9.26,561.5550755939526,JB
Peugeot,e-2008 54 kWh,150,50.8,102.0,260.0,125,300,9.1,85.0,0.0,434,5,FWD,JB - Compact,4304,1775,1523,SUV,0,7.6396,11.6351108,10.16,511.8110236220473,JB
Peugeot,e-208 50 kWh,150,46.3,216.0,260.0,132,290,9.0,78.0,0.0,265,5,FWD,B - Compact,4055,1765,1430,Hatchback,0,7.157074999999999,10.234617249999998,9.26,561.5550755939526,B
Peugeot,e-208 51 kWh,150,48.1,96.0,260.0,120,310,8.2,80.0,0.0,265,5,FWD,B - Compact,4055,1765,1430,Hatchback,0,7.157074999999999,10.234617249999998,9.620000000000001,540.5405405405405,B
Peugeot,e-3008 73 kWh,170,73.0,96.0,345.0,143,380,8.8,90.0,1250.0,588,5,FWD,JC - Medium,4542,1895,1641,SUV,0,8.60709,14.12423469,14.6,472.6027397260274,JC
Peugeot,e-3008 73 kWh Dual Motor,170,73.0,96.0,511.0,195,375,6.4,90.0,,588,5,AWD,JC - Medium,4542,1895,1641,SUV,0,8.60709,14.12423469,14.6,700.0,JC
Peugeot,e-3008 97 kWh Long Range,170,96.9,,345.0,145,500,8.7,135.0,1200.0,588,5,FWD,JC - Medium,4542,1895,1641,SUV,1,8.60709,14.12423469,19.380000000000003,356.03715170278633,JC
Peugeot,e-308,170,50.8,102.0,260.0,124,300,9.8,80.0,0.0,412,5,FWD,C - Medium,4367,1852,1441,Hatchback,0,8.087684000000001,11.654352644000003,10.16,511.8110236220473,C
Peugeot,e-308 SW,150,50.8,102.0,260.0,127,300,10.0,80.0,,608,5,FWD,C - Medium,4636,1852,1442,Station/Estate,0,8.585872,12.380827424,10.16,511.8110236220473,C
Peugeot,e-408 58 kWh,160,58.3,,345.0,129,375,7.2,70.0,,471,5,FWD,JD - Large,4687,1859,1478,SUV,1,8.713133000000001,12.878010574000001,11.66,591.7667238421956,JD
Peugeot,e-5008 73 kWh,170,73.0,96.0,345.0,150,370,9.7,90.0,1000.0,348,7,FWD,JD - Large,4791,1895,1694,SUV,0,9.078945000000001,15.379732830000002,10.428571428571429,472.6027397260274,JD
Peugeot,e-5008 73 kWh Dual Motor,170,73.0,96.0,511.0,203,360,7.0,90.0,,348,7,AWD,JD - Large,4791,1895,1694,SUV,0,9.078945000000001,15.379732830000002,10.428571428571429,700.0,JD
Peugeot,e-5008 97 kWh Long Range,170,96.9,,345.0,152,485,9.6,135.0,1000.0,348,7,FWD,JD - Large,4791,1895,1694,SUV,1,9.078945000000001,15.379732830000002,13.842857142857143,356.03715170278633,JD
Peugeot,e-Rifter M 50 kWh,132,50.0,,270.0,152,235,11.7,80.0,750.0,775,5,FWD,N - Passenger Van,4403,1921,1818,Small Passenger Van,1,8.458162999999999,15.376940333999999,10.0,540.0,N
Peugeot,e-Rifter XL 50 kWh,132,50.0,,270.0,153,230,11.7,80.0,750.0,1050,7,FWD,N - Passenger Van,4755,1921,1837,Small Passenger Van,1,9.134355,16.779810134999998,7.142857142857143,540.0,N
Peugeot,e-Traveller L2 50 kWh,130,46.3,216.0,270.0,217,180,13.3,78.0,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,0,9.567359999999999,18.082310399999997,5.144444444444444,583.1533477321815,N
Peugeot,e-Traveller L2 75 kWh,130,68.0,324.0,270.0,202,260,14.2,79.0,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,0,9.567359999999999,18.082310399999997,7.555555555555555,397.05882352941177,N
Peugeot,e-Traveller L3 50 kWh,130,46.3,216.0,270.0,219,180,13.3,78.0,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,0,10.23936,19.352390399999997,5.144444444444444,583.1533477321815,N
Peugeot,e-Traveller L3 75 kWh,130,68.0,324.0,270.0,204,260,14.2,79.0,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,0,10.23936,19.352390399999997,7.555555555555555,397.05882352941177,N
Polestar,2 Long Range Dual Motor (MY26),205,79.0,324.0,740.0,142,455,4.5,125.0,1500.0,407,5,AWD,D - Large,4606,1859,1479,Liftback Sedan,0,8.562554,12.664017366000001,15.8,936.7088607594937,D
Polestar,2 Long Range Performance (MY26),205,79.0,324.0,740.0,142,450,4.2,125.0,1500.0,407,5,AWD,D - Large,4606,1859,1473,Liftback Sedan,0,8.562554,12.612642042000001,15.8,936.7088607594937,D
Polestar,2 Long Range Single Motor (MY26),205,79.0,324.0,490.0,130,475,6.2,125.0,1500.0,407,5,RWD,D - Large,4606,1859,1479,Liftback Sedan,0,8.562554,12.664017366000001,15.8,620.253164556962,D
Polestar,2 Standard Range Single Motor (MY26),205,67.0,,490.0,129,405,6.4,110.0,1500.0,407,5,RWD,D - Large,4606,1859,1479,Liftback Sedan,1,8.562554,12.664017366000001,13.4,731.3432835820896,D
Polestar,3 Long Range Dual motor,210,107.0,204.0,840.0,183,515,5.0,150.0,2200.0,484,5,AWD,JE - Executive,4900,1968,1614,SUV,0,9.6432,15.564124800000002,21.4,785.0467289719626,JE
Polestar,3 Long Range Performance,210,107.0,204.0,910.0,194,495,4.7,150.0,2200.0,484,5,AWD,JE - Executive,4900,1968,1614,SUV,0,9.6432,15.564124800000002,21.4,850.4672897196261,JE
Polestar,3 Long Range Single motor,180,107.0,204.0,490.0,166,530,7.8,150.0,1500.0,484,5,RWD,JE - Executive,4900,1968,1614,SUV,0,9.6432,15.564124800000002,21.4,457.94392523364485,JE
Polestar,4 Long Range Dual Motor,200,94.0,110.0,686.0,165,485,3.8,135.0,2000.0,526,5,AWD,E - Executive,4839,2008,1544,Liftback Sedan,0,9.716712000000001,15.002603328000003,18.8,729.7872340425532,E
Polestar,4 Long Range Single Motor,180,94.0,110.0,343.0,157,495,7.4,135.0,1500.0,526,5,RWD,E - Executive,4839,2008,1544,Liftback Sedan,0,9.716712000000001,15.002603328000003,18.8,364.8936170212766,E
Porsche,Macan 4 Electric,220,95.0,180.0,650.0,184,470,5.2,200.0,2000.0,540,5,AWD,JD - Large,4784,1938,1622,SUV,0,9.271391999999999,15.038197824,19.0,684.2105263157895,JD
Porsche,Macan 4S Electric,240,95.0,180.0,820.0,186,470,4.1,200.0,2000.0,540,5,AWD,JD - Large,4784,1938,1622,SUV,0,9.271391999999999,15.038197824,19.0,863.1578947368421,JD
Porsche,Macan Electric,220,95.0,180.0,563.0,177,495,5.7,200.0,2000.0,540,5,RWD,JD - Large,4784,1938,1623,SUV,0,9.271391999999999,15.047469215999998,19.0,592.6315789473684,JD
Porsche,Macan Turbo Electric,260,95.0,180.0,1001.0,183,460,3.3,200.0,2000.0,480,5,AWD,JD - Large,4784,1938,1621,SUV,0,9.271391999999999,15.028926431999999,19.0,1053.6842105263158,JD
Porsche,Taycan,230,82.3,,410.0,164,495,4.8,195.0,0.0,407,5,RWD,F - Luxury,4963,1966,1379,Sedan,1,9.757258,13.455258782,16.46,498.17739975698663,F
Porsche,Taycan 4,230,82.3,,585.0,172,490,4.6,195.0,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,1,9.757258,13.455258782,16.46,710.8140947752127,F
Porsche,Taycan 4 Cross Turismo,220,97.0,396.0,610.0,188,510,4.7,281.0,0.0,446,5,AWD,F - Luxury,4974,1967,1409,Station/Estate,0,9.783858,13.785455922,19.4,628.8659793814433,F
Porsche,Taycan 4 Plus,230,97.0,396.0,610.0,175,565,4.6,281.0,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,0,9.757258,13.455258782,19.4,628.8659793814433,F
Porsche,Taycan 4S,250,82.3,,695.0,174,490,3.7,195.0,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,1,9.757258,13.455258782,16.46,844.4714459295261,F
Porsche,Taycan 4S Cross Turismo,240,97.0,396.0,710.0,188,510,3.8,281.0,0.0,446,5,AWD,F - Luxury,4974,1967,1409,Station/Estate,0,9.783858,13.785455922,19.4,731.9587628865979,F
Porsche,Taycan 4S Plus,250,97.0,396.0,710.0,177,565,3.7,281.0,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,0,9.757258,13.455258782,19.4,731.9587628865979,F
Porsche,Taycan 4S Plus Sport Turismo,250,97.0,396.0,710.0,186,510,3.7,281.0,0.0,446,5,AWD,F - Luxury,4963,1966,1390,Station/Estate,0,9.757258,13.56258862,19.4,731.9587628865979,F
Porsche,Taycan 4S Sport Turismo,250,82.3,,695.0,183,440,3.7,195.0,0.0,446,5,AWD,F - Luxury,4963,1966,1390,Station/Estate,1,9.757258,13.56258862,16.46,844.4714459295261,F
Porsche,Taycan GTS,250,97.0,396.0,790.0,176,535,3.3,281.0,0.0,366,5,AWD,F - Luxury,4963,1966,1381,Sedan,0,9.757258,13.474773298,19.4,814.4329896907216,F
Porsche,Taycan GTS Sport Turismo,250,97.0,396.0,790.0,185,505,3.3,281.0,0.0,405,5,AWD,F - Luxury,4963,1966,1392,Station/Estate,0,9.757258,13.582103135999999,19.4,814.4329896907216,F
Porsche,Taycan Plus,230,97.0,396.0,420.0,168,575,4.8,281.0,0.0,407,5,RWD,F - Luxury,4963,1966,1379,Sedan,0,9.757258,13.455258782,19.4,432.9896907216495,F
Porsche,Taycan Plus Sport Turismo,230,97.0,396.0,420.0,176,530,4.8,281.0,0.0,446,5,RWD,F - Luxury,4963,1966,1390,Station/Estate,0,9.757258,13.56258862,19.4,432.9896907216495,F
Porsche,Taycan Sport Turismo,230,82.3,,410.0,173,460,4.8,195.0,0.0,446,5,RWD,F - Luxury,4963,1966,1390,Station/Estate,1,9.757258,13.56258862,16.46,498.17739975698663,F
Porsche,Taycan Turbo,260,97.0,396.0,940.0,174,535,2.7,281.0,0.0,366,5,AWD,F - Luxury,4963,1966,1379,Sedan,0,9.757258,13.455258782,19.4,969.0721649484535,F
Porsche,Taycan Turbo Cross Turismo,250,97.0,396.0,940.0,188,495,2.8,281.0,0.0,405,5,AWD,F - Luxury,4974,1967,1412,Station/Estate,0,9.783858,13.814807496,19.4,969.0721649484535,F
Porsche,Taycan Turbo GT,290,97.0,396.0,1340.0,184,475,2.3,281.0,0.0,326,5,AWD,F - Luxury,4968,1966,1378,Sedan,0,9.767088,13.459047263999999,19.4,1381.4432989690722,F
Porsche,Taycan Turbo GT Weissach,305,97.0,396.0,1340.0,180,475,2.2,281.0,0.0,367,2,AWD,F - Luxury,4968,1966,1378,Sedan,0,9.767088,13.459047263999999,48.5,1381.4432989690722,F
Porsche,Taycan Turbo S,260,97.0,396.0,1110.0,174,525,2.4,281.0,0.0,366,5,AWD,F - Luxury,4963,1966,1378,Sedan,0,9.757258,13.445501523999999,19.4,1144.3298969072166,F
Porsche,Taycan Turbo S Cross Turismo,250,97.0,396.0,1110.0,188,485,2.5,281.0,0.0,405,5,AWD,F - Luxury,4974,1967,1407,Station/Estate,0,9.783858,13.765888206000001,19.4,1144.3298969072166,F
Porsche,Taycan Turbo S Sport Turismo,260,97.0,396.0,1110.0,183,505,2.4,281.0,0.0,405,5,AWD,F - Luxury,4963,1966,1388,Station/Estate,0,9.757258,13.543074103999999,19.4,1144.3298969072166,F
Porsche,Taycan Turbo Sport Turismo,260,97.0,396.0,940.0,184,505,2.7,281.0,0.0,405,5,AWD,F - Luxury,4963,1966,1392,Station/Estate,0,9.757258,13.582103135999999,19.4,969.0721649484535,F
Renault,4 E-Tech 40kWh 120hp,150,40.0,93.0,225.0,124,245,9.2,55.0,750.0,420,5,FWD,JB - Compact,4143,1796,1552,SUV,0,7.440828,11.548165056,8.0,562.5,JB
Renault,4 E-Tech 52kWh 150hp,150,52.0,184.0,245.0,127,315,8.2,70.0,750.0,420,5,FWD,JB - Compact,4143,1796,1552,SUV,0,7.440828,11.548165056,10.4,471.1538461538462,JB
Renault,5 E-Tech 40kWh 120hp,150,40.0,93.0,225.0,132,250,9.0,55.0,500.0,326,5,FWD,B - Compact,3922,1808,1489,Hatchback,0,7.090976,10.558463264000002,8.0,562.5,B
Renault,5 E-Tech 40kWh 95hp,130,40.0,93.0,215.0,129,255,12.0,,500.0,326,5,FWD,B - Compact,3922,1808,1489,Hatchback,0,7.090976,10.558463264000002,8.0,537.5,B
Renault,5 E-Tech 52kWh 150hp,150,52.0,184.0,245.0,129,320,8.0,70.0,500.0,326,5,FWD,B - Compact,3922,1808,1489,Hatchback,0,7.090976,10.558463264000002,10.4,471.1538461538462,B
Renault,Kangoo E-Tech Electric,135,45.0,,245.0,158,225,12.6,50.0,1500.0,950,5,FWD,N - Passenger Van,4486,1860,1838,Small Passenger Van,1,8.34396,15.336198479999998,9.0,544.4444444444445,N
Renault,Kangoo Grand E-Tech Electric,130,45.0,,245.0,170,220,13.3,50.0,1500.0,500,7,FWD,N - Passenger Van,4911,1860,1815,Small Passenger Van,1,9.134459999999999,16.579044899999996,6.428571428571429,544.4444444444445,N
Renault,Megane E-Tech EV60 130hp (TU2025),150,60.0,288.0,250.0,125,380,10.5,88.0,500.0,440,5,FWD,C - Medium,4200,1860,1505,Hatchback,0,7.812000000000001,11.757060000000001,12.0,416.6666666666667,C
Renault,Megane E-Tech EV60 220hp (TU2025),160,60.0,288.0,300.0,133,380,7.4,88.0,900.0,440,5,FWD,C - Medium,4200,1860,1505,Hatchback,0,7.812000000000001,11.757060000000001,12.0,500.0,C
Renault,Scenic E-Tech EV60 170hp,150,60.0,192.0,280.0,144,340,8.6,75.0,1100.0,545,5,FWD,JC - Medium,4470,1864,1571,SUV,0,8.33208,13.089697679999999,12.0,466.6666666666667,JC
Renault,Scenic E-Tech EV87 220hp,170,87.0,288.0,300.0,143,480,7.9,95.0,1100.0,545,5,FWD,JC - Medium,4470,1864,1571,SUV,0,8.33208,13.089697679999999,17.4,344.8275862068965,JC
Rolls-Royce,Spectre,250,102.0,,900.0,192,465,4.5,126.0,,380,4,AWD,I - Luxury,5453,2080,1559,Coupe,1,11.34224,17.68255216,25.5,882.3529411764706,I
Skoda,Elroq 50,160,52.0,192.0,310.0,149,310,9.0,90.0,1000.0,470,5,RWD,JC - Medium,4488,1884,1625,SUV,0,8.455392,13.740012,10.4,596.1538461538462,JC
Skoda,Elroq 60,160,59.0,216.0,310.0,149,350,8.5,110.0,1000.0,470,5,RWD,JC - Medium,4488,1884,1625,SUV,0,8.455392,13.740012,11.8,525.4237288135594,JC
Skoda,Elroq 85,180,77.0,288.0,545.0,145,450,6.6,120.0,1000.0,470,5,RWD,JC - Medium,4488,1884,1625,SUV,0,8.455392,13.740012,15.4,707.7922077922078,JC
Skoda,Elroq RS,180,79.0,288.0,679.0,151,450,5.4,135.0,1200.0,470,5,AWD,JC - Medium,4488,1884,1608,SUV,0,8.455392,13.596270336,15.8,859.493670886076,JC
Skoda,Enyaq 60,160,59.0,216.0,310.0,145,360,8.1,110.0,1000.0,585,5,RWD,JC - Medium,4658,1879,1622,SUV,0,8.752382,14.196363604000002,11.8,525.4237288135594,JC
Skoda,Enyaq 85,180,77.0,288.0,545.0,141,455,6.7,120.0,1000.0,585,5,RWD,JC - Medium,4658,1879,1622,SUV,0,8.752382,14.196363604000002,15.4,707.7922077922078,JC
Skoda,Enyaq 85x,180,77.0,288.0,679.0,150,450,6.7,120.0,1200.0,585,5,AWD,JC - Medium,4658,1879,1620,SUV,0,8.752382,14.178858840000002,15.4,881.8181818181819,JC
Skoda,Enyaq Coupe 60,160,59.0,216.0,310.0,141,370,8.1,110.0,1000.0,570,5,RWD,JC - Medium,4658,1879,1623,SUV,0,8.752382,14.205115986000001,11.8,525.4237288135594,JC
Skoda,Enyaq Coupe 85,180,77.0,288.0,545.0,138,470,6.7,120.0,1000.0,570,5,RWD,JC - Medium,4658,1879,1623,SUV,0,8.752382,14.205115986000001,15.4,707.7922077922078,JC
Skoda,Enyaq Coupe 85x,180,77.0,288.0,679.0,146,460,6.7,120.0,1200.0,570,5,AWD,JC - Medium,4658,1879,1621,SUV,0,8.752382,14.187611222000001,15.4,881.8181818181819,JC
Skoda,Enyaq Coupe RS,180,79.0,288.0,679.0,143,470,5.4,135.0,1200.0,570,5,AWD,JC - Medium,4660,1879,1608,SUV,0,8.75614,14.079873120000002,15.8,859.493670886076,JC
Skoda,Enyaq RS,180,79.0,288.0,679.0,147,460,5.4,135.0,1200.0,585,5,AWD,JC - Medium,4660,1879,1607,SUV,0,8.75614,14.071116980000001,15.8,859.493670886076,JC
Skywell,BE11 Long Range,150,81.0,,320.0,166,390,9.6,50.0,,467,5,FWD,JD - Large,4720,1908,1696,SUV,1,9.005759999999999,15.273768959999998,16.2,395.0617283950617,JD
Skywell,BE11 Standard Range,150,68.0,,320.0,149,330,9.6,50.0,,467,5,FWD,JD - Large,4720,1908,1696,SUV,1,9.005759999999999,15.273768959999998,13.6,470.5882352941177,JD
Smart,#1 Brabus,180,62.0,,584.0,155,325,3.9,100.0,1600.0,313,5,AWD,JB - Compact,4300,1822,1636,SUV,1,7.8346,12.817405599999999,12.4,941.9354838709678,JB
Smart,#1 Premium,180,62.0,,343.0,141,335,6.7,100.0,1600.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,1,7.77994,12.727981839999998,12.4,553.2258064516129,JB
Smart,#1 Pro,180,47.0,,343.0,152,250,6.7,65.0,0.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,1,7.77994,12.727981839999998,9.4,729.7872340425532,JB
Smart,#1 Pro+,180,62.0,,343.0,148,335,6.7,100.0,1600.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,1,7.77994,12.727981839999998,12.4,553.2258064516129,JB
Smart,#1 Pulse,180,62.0,,584.0,155,325,4.5,100.0,1600.0,313,5,AWD,JB - Compact,4300,1822,1636,SUV,1,7.8346,12.817405599999999,12.4,941.9354838709678,JB
Smart,#1 Pure,180,47.0,,343.0,152,250,6.7,65.0,0.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,1,7.77994,12.727981839999998,9.4,729.7872340425532,JB
Smart,#1 Pure+,180,62.0,,343.0,148,335,6.7,100.0,1600.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,1,7.77994,12.727981839999998,12.4,553.2258064516129,JB
Smart,#3 Brabus,180,62.0,,543.0,149,335,3.7,100.0,1600.0,370,5,AWD,JB - Compact,4400,1844,1556,SUV,1,8.113600000000002,12.624761600000003,12.4,875.8064516129032,JB
Smart,#3 Premium,180,62.0,,343.0,136,355,5.8,110.0,1600.0,370,5,RWD,JB - Compact,4400,1844,1556,SUV,1,8.113600000000002,12.624761600000003,12.4,553.2258064516129,JB
Smart,#3 Pro,180,47.0,,343.0,145,265,5.9,65.0,0.0,370,5,RWD,JB - Compact,4400,1844,1556,SUV,1,8.113600000000002,12.624761600000003,9.4,729.7872340425532,JB
Smart,#3 Pro+,180,62.0,,343.0,143,355,5.8,110.0,1600.0,370,5,RWD,JB - Compact,4400,1844,1556,SUV,1,8.113600000000002,12.624761600000003,12.4,553.2258064516129,JB
Smart,#5 Brabus,210,94.0,,710.0,174,450,3.8,230.0,1600.0,630,5,AWD,JD - Large,4695,1920,1705,SUV,1,9.0144,15.369552,18.8,755.3191489361702,JD
